DealerCode,Region,CompanyCode,CreatedOn,CreatedOnTime,Zone,DealerName,DealerCity,LicensePlateNumber,VIN,Status,ServiceType,ModelSalesCode,ModelSalesCodeDescription,Color,Mileage,OrderItem,LabPart,MaterialGroup,DescriptionOne,OrderQuantity,UnitPrice,NetValue,Tax,TotalValue,GrossValue,KeyField,IssueType,WarrantyContribution,InsuranceContribution,DiscountContribution
DL004,South,MG001,2024-10-16,03:00:00,South,MG Motors Chennai,Chennai,WB51AB2245,MZ7XHEM00100004,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Aurora Silver,67500.0,D5B84BDA-02,PART,FILTER,OIL FILTER,1.0,237.87,237.87,42.82,280.69,280.69,WO-D5B84BDA,WTY,274.7,0.0,8.08
DL004,South,MG001,2024-10-16,03:00:00,South,MG Motors Chennai,Chennai,TS88BB2983,MZ7XHEM00100004,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Aurora Silver,67500.0,D5B84BDA-03,LAB,LABOUR,LABOUR OIL,1.0,418.42,418.42,75.32,493.74,493.74,WO-D5B84BDA,WTY,468.64,0.0,6.0
DL001,North,MG001,2024-12-17,15:00:00,North,MG Motors New Delhi,New Delhi,GJ02BA9031,MZ7XHEM00100004,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Aurora Silver,70000.0,287E89C7-01,LAB,LABOUR,LABOUR TYRE,1.0,285.68,285.68,51.42,337.1,337.1,WO-287E89C7,WTY,273.45,0.0,8.53
DL003,South,MG001,2024-01-18,20:58:06,South,MG Motors Bangalore,Bangalore,WB23BB5425,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,15000.0,7557582E-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,927.12,927.12,166.88,1094.0,1094.0,WO-7557582E,PAID,0.0,181.32,38.69
DL003,South,MG001,2024-01-18,20:58:06,South,MG Motors Bangalore,Bangalore,PB56BB5397,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,15000.0,7557582E-02,PART,FILTER,OIL FILTER,1.0,241.59,241.59,43.49,285.08,285.08,WO-7557582E,PAID,0.0,52.43,11.04
DL003,South,MG001,2024-01-18,20:58:06,South,MG Motors Bangalore,Bangalore,TS58AB8613,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,15000.0,7557582E-03,LAB,LABOUR,LABOUR OIL,1.0,364.46,364.46,65.6,430.06,430.06,WO-7557582E,PAID,0.0,21.12,20.1
DL003,South,MG001,2024-03-11,12:07:34,South,MG Motors Bangalore,Bangalore,PB28AC5232,MZ7XHER00100005,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Starry Black,20000.0,797C750E-01,LAB,LABOUR,LABOUR TYRE,1.0,267.28,267.28,48.11,315.39,315.39,WO-797C750E,PAID,0.0,31.18,5.13
DL003,South,MG001,2024-03-11,12:07:34,South,MG Motors Bangalore,Bangalore,TN11AB7658,MZ7XHER00100005,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Starry Black,20000.0,0D863072-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,940.24,940.24,169.24,1109.48,1109.48,WO-0D863072,PAID,0.0,61.3,0.56
DL003,South,MG001,2024-03-11,12:07:34,South,MG Motors Bangalore,Bangalore,PB58AA2524,MZ7XHER00100005,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Starry Black,20000.0,0D863072-02,PART,FILTER,OIL FILTER,1.0,228.86,228.86,41.19,270.05,270.05,WO-0D863072,PAID,0.0,40.95,9.32
DL003,South,MG001,2024-03-11,12:07:34,South,MG Motors Bangalore,Bangalore,GJ61BB9698,MZ7XHER00100005,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Starry Black,20000.0,0D863072-03,PART,FILTER,AIR FILTER,1.0,488.27,488.27,87.89,576.16,576.16,WO-0D863072,PAID,0.0,46.6,7.01
DL003,South,MG001,2024-03-11,12:07:34,South,MG Motors Bangalore,Bangalore,GJ90BA5438,MZ7XHER00100005,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Starry Black,20000.0,0D863072-04,PART,FILTER,FUEL FILTER,1.0,435.94,435.94,78.47,514.41,514.41,WO-0D863072,PAID,0.0,102.54,14.16
DL003,South,MG001,2024-03-11,12:07:34,South,MG Motors Bangalore,Bangalore,GJ16BB4033,MZ7XHER00100005,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Starry Black,20000.0,0D863072-05,LAB,LABOUR,LABOUR FULL,1.0,1445.3,1445.3,260.15,1705.45,1705.45,WO-0D863072,PAID,0.0,78.63,61.51
DL003,South,MG001,2024-04-06,19:42:18,South,MG Motors Bangalore,Bangalore,TS13AB5853,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,22500.0,425F7301-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,855.3,855.3,153.95,1009.25,1009.25,WO-425F7301,PAID,0.0,119.01,38.36
DL003,South,MG001,2024-04-06,19:42:18,South,MG Motors Bangalore,Bangalore,KA36AA1893,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,22500.0,425F7301-02,PART,FILTER,OIL FILTER,1.0,202.75,202.75,36.49,239.24,239.24,WO-425F7301,PAID,0.0,8.59,0.17
DL003,South,MG001,2024-04-06,19:42:18,South,MG Motors Bangalore,Bangalore,PB14AA5658,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,22500.0,425F7301-03,LAB,LABOUR,LABOUR OIL,1.0,410.67,410.67,73.92,484.59,484.59,WO-425F7301,PAID,0.0,67.59,3.06
DL003,South,MG001,2024-06-24,18:26:31,South,MG Motors Bangalore,Bangalore,PB15AA7565,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,30000.0,CAD64FC1-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,836.87,836.87,150.64,987.51,987.51,WO-CAD64FC1,WTY,706.48,0.0,46.47
DL003,South,MG001,2024-06-24,18:26:31,South,MG Motors Bangalore,Bangalore,KA20BB5978,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,30000.0,CAD64FC1-02,PART,FILTER,OIL FILTER,1.0,229.17,229.17,41.25,270.42,270.42,WO-CAD64FC1,WTY,236.11,0.0,9.28
DL003,South,MG001,2024-06-24,18:26:31,South,MG Motors Bangalore,Bangalore,WB78BB4697,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,30000.0,CAD64FC1-03,LAB,LABOUR,LABOUR OIL,1.0,317.04,317.04,57.07,374.11,374.11,WO-CAD64FC1,WTY,289.73,0.0,10.44
DL007,East,MG001,2024-06-24,18:26:31,East,MG Motors Kolkata,Kolkata,TS73BB1986,MZ7XHER00100005,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Starry Black,30000.0,468D4866-01,LAB,LABOUR,LABOUR TYRE,1.0,288.54,288.54,51.94,340.48,340.48,WO-468D4866,WTY,326.2,0.0,16.85
DL003,South,MG001,2024-06-24,18:26:31,South,MG Motors Bangalore,Bangalore,MH21AB3847,MZ7XHER00100005,CLOSED,AC_SERVICE,HECTOR,MG Hector,Starry Black,30000.0,3EAD811F-01,PART,CONSUMABLE,AC GAS R134,1.0,884.28,884.28,159.17,1043.45,1043.45,WO-3EAD811F,PAID,0.0,43.36,11.01
DL003,South,MG001,2024-06-24,18:26:31,South,MG Motors Bangalore,Bangalore,PB38AA4792,MZ7XHER00100005,CLOSED,AC_SERVICE,HECTOR,MG Hector,Starry Black,30000.0,3EAD811F-02,PART,FILTER,CABIN FILTER,1.0,665.6,665.6,119.81,785.41,785.41,WO-3EAD811F,PAID,0.0,24.59,16.04
DL003,South,MG001,2024-06-24,18:26:31,South,MG Motors Bangalore,Bangalore,MH88AB5334,MZ7XHER00100005,CLOSED,AC_SERVICE,HECTOR,MG Hector,Starry Black,30000.0,3EAD811F-03,LAB,LABOUR,LABOUR AC,1.0,615.24,615.24,110.74,725.98,725.98,WO-3EAD811F,PAID,0.0,41.05,31.2
DL004,South,MG001,2024-09-11,17:10:44,South,MG Motors Chennai,Chennai,KA10AA3718,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,37500.0,2A92CF8E-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,908.91,908.91,163.6,1072.51,1072.51,WO-2A92CF8E,WTY,959.14,0.0,48.71
DL004,South,MG001,2024-09-11,17:10:44,South,MG Motors Chennai,Chennai,TS57AA8679,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,37500.0,2A92CF8E-02,PART,FILTER,OIL FILTER,1.0,259.26,259.26,46.67,305.93,305.93,WO-2A92CF8E,WTY,268.76,0.0,12.61
DL004,South,MG001,2024-09-11,17:10:44,South,MG Motors Chennai,Chennai,PB57AA1653,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,37500.0,2A92CF8E-03,LAB,LABOUR,LABOUR OIL,1.0,437.74,437.74,78.79,516.53,516.53,WO-2A92CF8E,WTY,470.0,0.0,24.35
DL006,West,MG001,2024-10-08,00:45:28,West,MG Motors Pune,Pune,DL98AC1659,MZ7XHER00100005,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Starry Black,40000.0,7E809FD9-01,LAB,LABOUR,LABOUR TYRE,1.0,205.17,205.17,36.93,242.1,242.1,WO-7E809FD9,PAID,0.0,11.08,8.16
DL003,South,MG001,2024-10-08,00:45:28,South,MG Motors Bangalore,Bangalore,WB82BA2494,MZ7XHER00100005,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Starry Black,40000.0,DF4EF133-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,930.3,930.3,167.45,1097.75,1097.75,WO-DF4EF133,WTY,1070.11,0.0,9.96
DL003,South,MG001,2024-10-08,00:45:28,South,MG Motors Bangalore,Bangalore,MH21AC7744,MZ7XHER00100005,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Starry Black,40000.0,DF4EF133-02,PART,FILTER,OIL FILTER,1.0,227.0,227.0,40.86,267.86,267.86,WO-DF4EF133,WTY,220.32,0.0,4.3
DL003,South,MG001,2024-10-08,00:45:28,South,MG Motors Bangalore,Bangalore,DL59AA6153,MZ7XHER00100005,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Starry Black,40000.0,DF4EF133-03,PART,FILTER,AIR FILTER,1.0,608.1,608.1,109.46,717.56,717.56,WO-DF4EF133,WTY,564.34,0.0,33.91
DL003,South,MG001,2024-10-08,00:45:28,South,MG Motors Bangalore,Bangalore,DL85BB8569,MZ7XHER00100005,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Starry Black,40000.0,DF4EF133-04,PART,FILTER,FUEL FILTER,1.0,413.1,413.1,74.36,487.46,487.46,WO-DF4EF133,WTY,358.17,0.0,18.83
DL003,South,MG001,2024-10-08,00:45:28,South,MG Motors Bangalore,Bangalore,PB81BA1845,MZ7XHER00100005,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Starry Black,40000.0,DF4EF133-05,LAB,LABOUR,LABOUR FULL,1.0,1530.6,1530.6,275.51,1806.11,1806.11,WO-DF4EF133,WTY,1365.92,0.0,32.67
DL003,South,MG001,2024-11-29,15:54:56,South,MG Motors Bangalore,Bangalore,MH04BB4920,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,45000.0,5087659D-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,985.53,985.53,177.4,1162.93,1162.93,WO-5087659D,WTY,966.9,0.0,40.6
DL003,South,MG001,2024-11-29,15:54:56,South,MG Motors Bangalore,Bangalore,WB12AB2858,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,45000.0,5087659D-02,PART,FILTER,OIL FILTER,1.0,250.98,250.98,45.18,296.16,296.16,WO-5087659D,WTY,234.92,0.0,0.2
DL003,South,MG001,2024-11-29,15:54:56,South,MG Motors Bangalore,Bangalore,PB92AC9337,MZ7XHER00100005,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Starry Black,45000.0,5087659D-03,LAB,LABOUR,LABOUR OIL,1.0,392.29,392.29,70.61,462.9,462.9,WO-5087659D,WTY,340.34,0.0,19.26
DL007,East,MG001,2024-11-29,15:54:56,East,MG Motors Kolkata,Kolkata,WB25BB9327,MZ7XHER00100005,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Starry Black,45000.0,145E0E06-01,PART,SPARE,BRAKE PAD F,1.0,3470.37,3470.37,624.67,4095.04,4095.04,WO-145E0E06,PAID,0.0,199.62,112.87
DL007,East,MG001,2024-11-29,15:54:56,East,MG Motors Kolkata,Kolkata,WB44BB5377,MZ7XHER00100005,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Starry Black,45000.0,145E0E06-02,PART,SPARE,BRAKE PAD R,1.0,2246.29,2246.29,404.33,2650.62,2650.62,WO-145E0E06,PAID,0.0,72.37,9.25
DL007,East,MG001,2024-11-29,15:54:56,East,MG Motors Kolkata,Kolkata,PB20BA9824,MZ7XHER00100005,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Starry Black,45000.0,145E0E06-03,LAB,LABOUR,LABOUR BRAKE,1.0,1292.33,1292.33,232.62,1524.95,1524.95,WO-145E0E06,PAID,0.0,86.26,22.76
DL008,West,MG001,2024-11-21,04:48:00,West,MG Motors Ahmedabad,Ahmedabad,TN90AB7274,MZ7XZSN00100006,CLOSED,TYRE_ROTATION,ZSEV,MG ZS EV,Aurora Silver,40000.0,9194C2C3-01,LAB,LABOUR,LABOUR TYRE,1.0,352.57,352.57,63.46,416.03,416.03,WO-9194C2C3,WTY,338.3,0.0,19.4
DL008,West,MG001,2024-11-21,04:48:00,West,MG Motors Ahmedabad,Ahmedabad,WB50AB9115,MZ7XZSN00100006,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Aurora Silver,40000.0,FE185A74-01,PART,FILTER,AIR FILTER,1.0,413.09,413.09,74.36,487.45,487.45,WO-FE185A74,PAID,0.0,72.6,17.19
DL008,West,MG001,2024-11-21,04:48:00,West,MG Motors Ahmedabad,Ahmedabad,GJ13BA2633,MZ7XZSN00100006,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Aurora Silver,40000.0,FE185A74-02,PART,FILTER,CABIN FILTER,1.0,789.45,789.45,142.1,931.55,931.55,WO-FE185A74,PAID,0.0,23.52,44.96
DL008,West,MG001,2024-11-21,04:48:00,West,MG Motors Ahmedabad,Ahmedabad,WB84AB2225,MZ7XZSN00100006,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Aurora Silver,40000.0,FE185A74-03,PART,SPARE,WIPER BLADE,1.0,557.79,557.79,100.4,658.19,658.19,WO-FE185A74,PAID,0.0,60.15,23.78
DL008,West,MG001,2024-11-21,04:48:00,West,MG Motors Ahmedabad,Ahmedabad,WB84AA6383,MZ7XZSN00100006,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Aurora Silver,40000.0,FE185A74-04,LAB,LABOUR,TYRE CHECK LAB,1.0,440.85,440.85,79.35,520.2,520.2,WO-FE185A74,PAID,0.0,100.84,8.81
DL008,West,MG001,2024-11-21,04:48:00,West,MG Motors Ahmedabad,Ahmedabad,GJ81BA9864,MZ7XZSN00100006,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Aurora Silver,40000.0,FE185A74-05,LAB,LABOUR,SW UPDATE LAB,1.0,840.94,840.94,151.37,992.31,992.31,WO-FE185A74,PAID,0.0,170.55,18.85
DL008,West,MG001,2024-11-21,04:48:00,West,MG Motors Ahmedabad,Ahmedabad,TS30AA8110,MZ7XZSN00100006,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Aurora Silver,40000.0,FE185A74-06,LAB,LABOUR,LABOUR FULL,1.0,1021.54,1021.54,183.88,1205.42,1205.42,WO-FE185A74,PAID,0.0,16.5,38.04
DL002,West,MG001,2024-11-21,04:48:00,West,MG Motors Mumbai,Mumbai,DL38AC7141,MZ7XZSN00100006,CLOSED,HV_BATTERY_INSPECT,ZSEV,MG ZS EV,Aurora Silver,40000.0,B2D99CD7-01,LAB,LABOUR,DIAG HV BAT,1.0,1894.0,1894.0,340.92,2234.92,2234.92,WO-B2D99CD7,WTY,2170.17,0.0,5.14
DL002,West,MG001,2024-11-21,04:48:00,West,MG Motors Mumbai,Mumbai,KA22AB2293,MZ7XZSN00100006,CLOSED,HV_BATTERY_INSPECT,ZSEV,MG ZS EV,Aurora Silver,40000.0,B2D99CD7-02,LAB,LABOUR,BMS CALIBRATE,1.0,1101.48,1101.48,198.27,1299.75,1299.75,WO-B2D99CD7,WTY,1005.04,0.0,26.78
DL007,East,MG001,2024-01-13,08:24:00,East,MG Motors Kolkata,Kolkata,TN60AC8529,MZ7XHEM00100007,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Nordic Blue,40000.0,E188E183-01,LAB,LABOUR,LABOUR TYRE,1.0,336.63,336.63,60.59,397.22,397.22,WO-E188E183,WTY,337.36,0.0,11.58
DL007,East,MG001,2024-01-13,08:24:00,East,MG Motors Kolkata,Kolkata,KA10BA6661,MZ7XHEM00100007,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Nordic Blue,40000.0,5C741DE0-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,960.93,960.93,172.97,1133.9,1133.9,WO-5C741DE0,WTY,1100.29,0.0,38.42
DL007,East,MG001,2024-01-13,08:24:00,East,MG Motors Kolkata,Kolkata,TS59AC4263,MZ7XHEM00100007,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Nordic Blue,40000.0,5C741DE0-02,PART,FILTER,OIL FILTER,1.0,278.77,278.77,50.18,328.95,328.95,WO-5C741DE0,WTY,259.79,0.0,15.82
DL007,East,MG001,2024-01-13,08:24:00,East,MG Motors Kolkata,Kolkata,WB74AC5847,MZ7XHEM00100007,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Nordic Blue,40000.0,5C741DE0-03,PART,FILTER,AIR FILTER,1.0,699.81,699.81,125.97,825.78,825.78,WO-5C741DE0,WTY,789.45,0.0,4.4
DL007,East,MG001,2024-01-13,08:24:00,East,MG Motors Kolkata,Kolkata,WB36AA1803,MZ7XHEM00100007,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Nordic Blue,40000.0,5C741DE0-04,PART,FILTER,FUEL FILTER,1.0,598.17,598.17,107.67,705.84,705.84,WO-5C741DE0,WTY,556.6,0.0,34.51
DL007,East,MG001,2024-01-13,08:24:00,East,MG Motors Kolkata,Kolkata,TS30BB6772,MZ7XHEM00100007,CLOSED,FULL_SERVICE,HECTOR,MG Hector,Nordic Blue,40000.0,5C741DE0-05,LAB,LABOUR,LABOUR FULL,1.0,1928.49,1928.49,347.13,2275.62,2275.62,WO-5C741DE0,WTY,2101.65,0.0,94.76
DL007,East,MG001,2024-05-17,08:24:00,East,MG Motors Kolkata,Kolkata,KA81AA1645,MZ7XHEM00100007,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,45000.0,C48E3A98-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,850.13,850.13,153.02,1003.15,1003.15,WO-C48E3A98,WTY,929.59,0.0,38.49
DL007,East,MG001,2024-05-17,08:24:00,East,MG Motors Kolkata,Kolkata,KA12AC6352,MZ7XHEM00100007,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,45000.0,C48E3A98-02,PART,FILTER,OIL FILTER,1.0,210.89,210.89,37.96,248.85,248.85,WO-C48E3A98,WTY,207.1,0.0,7.21
DL007,East,MG001,2024-05-17,08:24:00,East,MG Motors Kolkata,Kolkata,GJ68BB5465,MZ7XHEM00100007,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,45000.0,C48E3A98-03,LAB,LABOUR,LABOUR OIL,1.0,449.5,449.5,80.91,530.41,530.41,WO-C48E3A98,WTY,399.24,0.0,3.5
DL005,South,MG001,2024-05-17,08:24:00,South,MG Motors Hyderabad,Hyderabad,GJ15BA2233,MZ7XHEM00100007,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Nordic Blue,45000.0,46579345-01,PART,SPARE,BRAKE PAD F,1.0,3416.28,3416.28,614.93,4031.21,4031.21,WO-46579345,PAID,0.0,779.95,59.49
DL005,South,MG001,2024-05-17,08:24:00,South,MG Motors Hyderabad,Hyderabad,WB72AC2479,MZ7XHEM00100007,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Nordic Blue,45000.0,46579345-02,PART,SPARE,BRAKE PAD R,1.0,1640.76,1640.76,295.34,1936.1,1936.1,WO-46579345,PAID,0.0,374.25,83.27
DL005,South,MG001,2024-05-17,08:24:00,South,MG Motors Hyderabad,Hyderabad,PB48AC7242,MZ7XHEM00100007,CLOSED,BRAKE_CHECK,HECTOR,MG Hector,Nordic Blue,45000.0,46579345-03,LAB,LABOUR,LABOUR BRAKE,1.0,1274.41,1274.41,229.39,1503.8,1503.8,WO-46579345,PAID,0.0,4.19,40.34
DL006,West,MG001,2024-09-19,08:24:00,West,MG Motors Pune,Pune,GJ79AB2035,MZ7XHEM00100007,CLOSED,TYRE_ROTATION,HECTOR,MG Hector,Nordic Blue,50000.0,8C57BAAF-01,LAB,LABOUR,LABOUR TYRE,1.0,246.76,246.76,44.42,291.18,291.18,WO-8C57BAAF,WTY,206.01,0.0,12.87
DL007,East,MG001,2024-11-20,20:24:00,East,MG Motors Kolkata,Kolkata,DL05AC9071,MZ7XHEM00100007,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,52500.0,E63528B3-01,PART,CONSUMABLE,OIL 5W30 4L,1.0,940.22,940.22,169.24,1109.46,1109.46,WO-E63528B3,WTY,992.71,0.0,6.47
DL007,East,MG001,2024-11-20,20:24:00,East,MG Motors Kolkata,Kolkata,WB59AC9850,MZ7XHEM00100007,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,52500.0,E63528B3-02,PART,FILTER,OIL FILTER,1.0,191.61,191.61,34.49,226.1,226.1,WO-E63528B3,WTY,174.2,0.0,6.08
DL007,East,MG001,2024-11-20,20:24:00,East,MG Motors Kolkata,Kolkata,WB84AA9017,MZ7XHEM00100007,CLOSED,OIL_CHANGE,HECTOR,MG Hector,Nordic Blue,52500.0,E63528B3-03,LAB,LABOUR,LABOUR OIL,1.0,383.83,383.83,69.09,452.92,452.92,WO-E63528B3,WTY,417.9,0.0,3.5
DL007,East,MG001,2024-03-10,01:12:00,East,MG Motors Kolkata,Kolkata,PB31AC2627,MZ7XZSP00100008,CLOSED,TYRE_ROTATION,ZSEV,MG ZS EV,Pearl White,70000.0,401C5F9F-01,LAB,LABOUR,LABOUR TYRE,1.0,255.95,255.95,46.07,302.02,302.02,WO-401C5F9F,PAID,0.0,41.7,3.28
DL006,West,MG001,2024-06-18,01:12:00,West,MG Motors Pune,Pune,TN16BA2501,MZ7XZSP00100008,CLOSED,TYRE_ROTATION,ZSEV,MG ZS EV,Pearl White,80000.0,A3E19F94-01,LAB,LABOUR,LABOUR TYRE,1.0,395.57,395.57,71.2,466.77,466.77,WO-A3E19F94,WTY,376.96,0.0,9.29
DL007,East,MG001,2024-06-18,01:12:00,East,MG Motors Kolkata,Kolkata,TN17BB4362,MZ7XZSP00100008,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Pearl White,80000.0,EEA58727-01,PART,FILTER,AIR FILTER,1.0,579.14,579.14,104.25,683.39,683.39,WO-EEA58727,PAID,0.0,2.92,26.88
DL007,East,MG001,2024-06-18,01:12:00,East,MG Motors Kolkata,Kolkata,TN30AC3417,MZ7XZSP00100008,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Pearl White,80000.0,EEA58727-02,PART,FILTER,CABIN FILTER,1.0,520.58,520.58,93.7,614.28,614.28,WO-EEA58727,PAID,0.0,94.0,6.36
DL007,East,MG001,2024-06-18,01:12:00,East,MG Motors Kolkata,Kolkata,KA17BB5106,MZ7XZSP00100008,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Pearl White,80000.0,EEA58727-03,PART,SPARE,WIPER BLADE,1.0,636.59,636.59,114.59,751.18,751.18,WO-EEA58727,PAID,0.0,89.54,10.41
DL007,East,MG001,2024-06-18,01:12:00,East,MG Motors Kolkata,Kolkata,KA02AC4898,MZ7XZSP00100008,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Pearl White,80000.0,EEA58727-04,LAB,LABOUR,TYRE CHECK LAB,1.0,539.55,539.55,97.12,636.67,636.67,WO-EEA58727,PAID,0.0,14.0,27.58
DL007,East,MG001,2024-06-18,01:12:00,East,MG Motors Kolkata,Kolkata,KA95BA9619,MZ7XZSP00100008,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Pearl White,80000.0,EEA58727-05,LAB,LABOUR,SW UPDATE LAB,1.0,735.54,735.54,132.4,867.94,867.94,WO-EEA58727,PAID,0.0,2.74,11.52
DL007,East,MG001,2024-06-18,01:12:00,East,MG Motors Kolkata,Kolkata,GJ66BB2786,MZ7XZSP00100008,CLOSED,FULL_SERVICE,ZSEV,MG ZS EV,Pearl White,80000.0,EEA58727-06,LAB,LABOUR,LABOUR FULL,1.0,1068.19,1068.19,192.27,1260.46,1260.46,WO-EEA58727,PAID,0.0,16.02,28.25
DL007,East,MG001,2024-06-18,01:12:00,East,MG Motors Kolkata,Kolkata,TS59AA1996,MZ7XZSP00100008,CLOSED,HV_BATTERY_INSPECT,ZSEV,MG ZS EV,Pearl White,80000.0,CCBBB6EC-01,LAB,LABOUR,DIAG HV BAT,1.0,1815.11,1815.11,326.72,2141.83,2141.83,WO-CCBBB6EC,WTY,1966.57,0.0,97.32
DL007,East,MG001,2024-06-18,01:12:00,East,MG Motors Kolkata,Kolkata,MH63BA2204,MZ7XZSP00100008,CLOSED,HV_BATTERY_INSPECT,ZSEV,MG ZS EV,Pearl White,80000.0,CCBBB6EC-02,LAB,LABOUR,BMS CALIBRATE,1.0,1499.01,1499.01,269.82,1768.83,1768.83,WO-CCBBB6EC,WTY,1687.8,0.0,37.7
DL007,East,MG001,2024-09-23,00:00:00,East,MG Motors Kolkata,Kolkata,GJ49BB9692,MZ7XZSP00100008,CLOSED,HV_BATTERY_SERVICE,ZSEV,MG ZS EV,Pearl White,135540.0,F73952E1-01,PART,SPARE,BMS MODULE,1.0,17523.83,17523.83,3154.29,20678.12,20678.12,WO-F73952E1,WTY,18347.6,0.0,605.21
DL007,East,MG001,2024-09-23,00:00:00,East,MG Motors Kolkata,Kolkata,MH84BB4522,MZ7XZSP00100008,CLOSED,HV_BATTERY_SERVICE,ZSEV,MG ZS EV,Pearl White,135540.0,F73952E1-02,PART,SPARE,HV CELL SET,1.0,115387.73,115387.73,20769.79,136157.52,136157.52,WO-F73952E1,WTY,115960.64,0.0,2928.74
DL007,East,MG001,2024-09-23,00:00:00,East,MG Motors Kolkata,Kolkata,PB52BA2557,MZ7XZSP00100008,CLOSED,HV_BATTERY_SERVICE,ZSEV,MG ZS EV,Pearl White,135540.0,F73952E1-03,LAB,LABOUR,LABOUR HV,1.0,8010.49,8010.49,1441.89,9452.38,9452.38,WO-F73952E1,WTY,9135.04,0.0,195.58
DL007,East,MG001,2024-09-26,01:12:00,East,MG Motors Kolkata,Kolkata,PB09AA2398,MZ7XZSP00100008,CLOSED,TYRE_ROTATION,ZSEV,MG ZS EV,Pearl White,90000.0,FDE1BF45-01,LAB,LABOUR,LABOUR TYRE,1.0,250.98,250.98,45.18,296.16,296.16,WO-FDE1BF45,WTY,292.04,0.0,10.17
